src,dest,EdgeType,Textual_edge_type
102,2219,Gene-TRAN-Gene-METH,promoting transcription
102,4336,Gene-TRAN-Gene-PROT,transcripting protein
103,2220,Gene-TRAN-Gene-METH,promoting transcription
103,4337,Gene-TRAN-Gene-PROT,transcripting protein
104,2221,Gene-TRAN-Gene-METH,promoting transcription
104,4338,Gene-TRAN-Gene-PROT,transcripting protein
105,2222,Gene-TRAN-Gene-METH,promoting transcription
105,4339,Gene-TRAN-Gene-PROT,transcripting protein
106,2223,Gene-TRAN-Gene-METH,promoting transcription
106,4340,Gene-TRAN-Gene-PROT,transcripting protein
107,2224,Gene-TRAN-Gene-METH,promoting transcription
107,4341,Gene-TRAN-Gene-PROT,transcripting protein
108,2225,Gene-TRAN-Gene-METH,promoting transcription
108,4342,Gene-TRAN-Gene-PROT,transcripting protein
109,2226,Gene-TRAN-Gene-METH,promoting transcription
109,4343,Gene-TRAN-Gene-PROT,transcripting protein
110,2227,Gene-TRAN-Gene-METH,promoting transcription
110,4344,Gene-TRAN-Gene-PROT,transcripting protein
111,2228,Gene-TRAN-Gene-METH,promoting transcription
111,4345,Gene-TRAN-Gene-PROT,transcripting protein
112,2229,Gene-TRAN-Gene-METH,promoting transcription
112,4346,Gene-TRAN-Gene-PROT,transcripting protein
113,2230,Gene-TRAN-Gene-METH,promoting transcription
113,4347,Gene-TRAN-Gene-PROT,transcripting protein
114,2231,Gene-TRAN-Gene-METH,promoting transcription
114,4348,Gene-TRAN-Gene-PROT,transcripting protein
115,2232,Gene-TRAN-Gene-METH,promoting transcription
115,4349,Gene-TRAN-Gene-PROT,transcripting protein
116,2233,Gene-TRAN-Gene-METH,promoting transcription
116,4350,Gene-TRAN-Gene-PROT,transcripting protein
117,2234,Gene-TRAN-Gene-METH,promoting transcription
117,4351,Gene-TRAN-Gene-PROT,transcripting protein
118,2235,Gene-TRAN-Gene-METH,promoting transcription
118,4352,Gene-TRAN-Gene-PROT,transcripting protein
119,2236,Gene-TRAN-Gene-METH,promoting transcription
119,4353,Gene-TRAN-Gene-PROT,transcripting protein
120,2237,Gene-TRAN-Gene-METH,promoting transcription
120,4354,Gene-TRAN-Gene-PROT,transcripting protein
121,2238,Gene-TRAN-Gene-METH,promoting transcription
121,4355,Gene-TRAN-Gene-PROT,transcripting protein
122,2239,Gene-TRAN-Gene-METH,promoting transcription
122,4356,Gene-TRAN-Gene-PROT,transcripting protein
123,2240,Gene-TRAN-Gene-METH,promoting transcription
123,4357,Gene-TRAN-Gene-PROT,transcripting protein
124,2241,Gene-TRAN-Gene-METH,promoting transcription
124,4358,Gene-TRAN-Gene-PROT,transcripting protein
125,2242,Gene-TRAN-Gene-METH,promoting transcription
125,4359,Gene-TRAN-Gene-PROT,transcripting protein
126,2243,Gene-TRAN-Gene-METH,promoting transcription
126,4360,Gene-TRAN-Gene-PROT,transcripting protein
127,2244,Gene-TRAN-Gene-METH,promoting transcription
127,4361,Gene-TRAN-Gene-PROT,transcripting protein
128,2245,Gene-TRAN-Gene-METH,promoting transcription
128,4362,Gene-TRAN-Gene-PROT,transcripting protein
129,2246,Gene-TRAN-Gene-METH,promoting transcription
129,4363,Gene-TRAN-Gene-PROT,transcripting protein
130,2247,Gene-TRAN-Gene-METH,promoting transcription
130,4364,Gene-TRAN-Gene-PROT,transcripting protein
131,2248,Gene-TRAN-Gene-METH,promoting transcription
131,4365,Gene-TRAN-Gene-PROT,transcripting protein
132,2249,Gene-TRAN-Gene-METH,promoting transcription
132,4366,Gene-TRAN-Gene-PROT,transcripting protein
133,2250,Gene-TRAN-Gene-METH,promoting transcription
133,4367,Gene-TRAN-Gene-PROT,transcripting protein
134,2251,Gene-TRAN-Gene-METH,promoting transcription
134,4368,Gene-TRAN-Gene-PROT,transcripting protein
135,2252,Gene-TRAN-Gene-METH,promoting transcription
135,4369,Gene-TRAN-Gene-PROT,transcripting protein
136,2253,Gene-TRAN-Gene-METH,promoting transcription
136,4370,Gene-TRAN-Gene-PROT,transcripting protein
137,2254,Gene-TRAN-Gene-METH,promoting transcription
137,4371,Gene-TRAN-Gene-PROT,transcripting protein
138,2255,Gene-TRAN-Gene-METH,promoting transcription
138,4372,Gene-TRAN-Gene-PROT,transcripting protein
139,2256,Gene-TRAN-Gene-METH,promoting transcription
139,4373,Gene-TRAN-Gene-PROT,transcripting protein
140,2257,Gene-TRAN-Gene-METH,promoting transcription
140,4374,Gene-TRAN-Gene-PROT,transcripting protein
141,2258,Gene-TRAN-Gene-METH,promoting transcription
141,4375,Gene-TRAN-Gene-PROT,transcripting protein
142,2259,Gene-TRAN-Gene-METH,promoting transcription
142,4376,Gene-TRAN-Gene-PROT,transcripting protein
143,2260,Gene-TRAN-Gene-METH,promoting transcription
143,4377,Gene-TRAN-Gene-PROT,transcripting protein
144,2261,Gene-TRAN-Gene-METH,promoting transcription
144,4378,Gene-TRAN-Gene-PROT,transcripting protein
145,2262,Gene-TRAN-Gene-METH,promoting transcription
145,4379,Gene-TRAN-Gene-PROT,transcripting protein
146,2263,Gene-TRAN-Gene-METH,promoting transcription
146,4380,Gene-TRAN-Gene-PROT,transcripting protein
147,2264,Gene-TRAN-Gene-METH,promoting transcription
147,4381,Gene-TRAN-Gene-PROT,transcripting protein
148,2265,Gene-TRAN-Gene-METH,promoting transcription
148,4382,Gene-TRAN-Gene-PROT,transcripting protein
149,2266,Gene-TRAN-Gene-METH,promoting transcription
149,4383,Gene-TRAN-Gene-PROT,transcripting protein
150,2267,Gene-TRAN-Gene-METH,promoting transcription
150,4384,Gene-TRAN-Gene-PROT,transcripting protein
151,2268,Gene-TRAN-Gene-METH,promoting transcription
151,4385,Gene-TRAN-Gene-PROT,transcripting protein
152,2269,Gene-TRAN-Gene-METH,promoting transcription
152,4386,Gene-TRAN-Gene-PROT,transcripting protein
153,2270,Gene-TRAN-Gene-METH,promoting transcription
153,4387,Gene-TRAN-Gene-PROT,transcripting protein
154,2271,Gene-TRAN-Gene-METH,promoting transcription
154,4388,Gene-TRAN-Gene-PROT,transcripting protein
155,2272,Gene-TRAN-Gene-METH,promoting transcription
155,4389,Gene-TRAN-Gene-PROT,transcripting protein
156,2273,Gene-TRAN-Gene-METH,promoting transcription
156,4390,Gene-TRAN-Gene-PROT,transcripting protein
157,2274,Gene-TRAN-Gene-METH,promoting transcription
157,4391,Gene-TRAN-Gene-PROT,transcripting protein
158,2275,Gene-TRAN-Gene-METH,promoting transcription
158,4392,Gene-TRAN-Gene-PROT,transcripting protein
159,2276,Gene-TRAN-Gene-METH,promoting transcription
159,4393,Gene-TRAN-Gene-PROT,transcripting protein
160,2277,Gene-TRAN-Gene-METH,promoting transcription
160,4394,Gene-TRAN-Gene-PROT,transcripting protein
161,2278,Gene-TRAN-Gene-METH,promoting transcription
161,4395,Gene-TRAN-Gene-PROT,transcripting protein
162,2279,Gene-TRAN-Gene-METH,promoting transcription
162,4396,Gene-TRAN-Gene-PROT,transcripting protein
163,2280,Gene-TRAN-Gene-METH,promoting transcription
163,4397,Gene-TRAN-Gene-PROT,transcripting protein
164,2281,Gene-TRAN-Gene-METH,promoting transcription
164,4398,Gene-TRAN-Gene-PROT,transcripting protein
165,2282,Gene-TRAN-Gene-METH,promoting transcription
165,4399,Gene-TRAN-Gene-PROT,transcripting protein
166,2283,Gene-TRAN-Gene-METH,promoting transcription
166,4400,Gene-TRAN-Gene-PROT,transcripting protein
167,2284,Gene-TRAN-Gene-METH,promoting transcription
167,4401,Gene-TRAN-Gene-PROT,transcripting protein
168,2285,Gene-TRAN-Gene-METH,promoting transcription
168,4402,Gene-TRAN-Gene-PROT,transcripting protein
169,2286,Gene-TRAN-Gene-METH,promoting transcription
169,4403,Gene-TRAN-Gene-PROT,transcripting protein
170,2287,Gene-TRAN-Gene-METH,promoting transcription
170,4404,Gene-TRAN-Gene-PROT,transcripting protein
171,2288,Gene-TRAN-Gene-METH,promoting transcription
171,4405,Gene-TRAN-Gene-PROT,transcripting protein
172,2289,Gene-TRAN-Gene-METH,promoting transcription
172,4406,Gene-TRAN-Gene-PROT,transcripting protein
173,2290,Gene-TRAN-Gene-METH,promoting transcription
173,4407,Gene-TRAN-Gene-PROT,transcripting protein
174,2291,Gene-TRAN-Gene-METH,promoting transcription
174,4408,Gene-TRAN-Gene-PROT,transcripting protein
175,2292,Gene-TRAN-Gene-METH,promoting transcription
175,4409,Gene-TRAN-Gene-PROT,transcripting protein
176,2293,Gene-TRAN-Gene-METH,promoting transcription
176,4410,Gene-TRAN-Gene-PROT,transcripting protein
177,2294,Gene-TRAN-Gene-METH,promoting transcription
177,4411,Gene-TRAN-Gene-PROT,transcripting protein
178,2295,Gene-TRAN-Gene-METH,promoting transcription
178,4412,Gene-TRAN-Gene-PROT,transcripting protein
179,2296,Gene-TRAN-Gene-METH,promoting transcription
179,4413,Gene-TRAN-Gene-PROT,transcripting protein
180,2297,Gene-TRAN-Gene-METH,promoting transcription
180,4414,Gene-TRAN-Gene-PROT,transcripting protein
181,2298,Gene-TRAN-Gene-METH,promoting transcription
181,4415,Gene-TRAN-Gene-PROT,transcripting protein
182,2299,Gene-TRAN-Gene-METH,promoting transcription
182,4416,Gene-TRAN-Gene-PROT,transcripting protein
183,2300,Gene-TRAN-Gene-METH,promoting transcription
183,4417,Gene-TRAN-Gene-PROT,transcripting protein
184,2301,Gene-TRAN-Gene-METH,promoting transcription
184,4418,Gene-TRAN-Gene-PROT,transcripting protein
185,2302,Gene-TRAN-Gene-METH,promoting transcription
185,4419,Gene-TRAN-Gene-PROT,transcripting protein
186,2303,Gene-TRAN-Gene-METH,promoting transcription
186,4420,Gene-TRAN-Gene-PROT,transcripting protein
187,2304,Gene-TRAN-Gene-METH,promoting transcription
187,4421,Gene-TRAN-Gene-PROT,transcripting protein
188,2305,Gene-TRAN-Gene-METH,promoting transcription
188,4422,Gene-TRAN-Gene-PROT,transcripting protein
189,2306,Gene-TRAN-Gene-METH,promoting transcription
189,4423,Gene-TRAN-Gene-PROT,transcripting protein
190,2307,Gene-TRAN-Gene-METH,promoting transcription
190,4424,Gene-TRAN-Gene-PROT,transcripting protein
191,2308,Gene-TRAN-Gene-METH,promoting transcription
191,4425,Gene-TRAN-Gene-PROT,transcripting protein
192,2309,Gene-TRAN-Gene-METH,promoting transcription
192,4426,Gene-TRAN-Gene-PROT,transcripting protein
193,2310,Gene-TRAN-Gene-METH,promoting transcription
193,4427,Gene-TRAN-Gene-PROT,transcripting protein
194,2311,Gene-TRAN-Gene-METH,promoting transcription
194,4428,Gene-TRAN-Gene-PROT,transcripting protein
195,2312,Gene-TRAN-Gene-METH,promoting transcription
195,4429,Gene-TRAN-Gene-PROT,transcripting protein
196,2313,Gene-TRAN-Gene-METH,promoting transcription
196,4430,Gene-TRAN-Gene-PROT,transcripting protein
197,2314,Gene-TRAN-Gene-METH,promoting transcription
197,4431,Gene-TRAN-Gene-PROT,transcripting protein
198,2315,Gene-TRAN-Gene-METH,promoting transcription
198,4432,Gene-TRAN-Gene-PROT,transcripting protein
199,2316,Gene-TRAN-Gene-METH,promoting transcription
199,4433,Gene-TRAN-Gene-PROT,transcripting protein
200,2317,Gene-TRAN-Gene-METH,promoting transcription
200,4434,Gene-TRAN-Gene-PROT,transcripting protein
201,2318,Gene-TRAN-Gene-METH,promoting transcription
201,4435,Gene-TRAN-Gene-PROT,transcripting protein
202,2319,Gene-TRAN-Gene-METH,promoting transcription
202,4436,Gene-TRAN-Gene-PROT,transcripting protein
203,2320,Gene-TRAN-Gene-METH,promoting transcription
203,4437,Gene-TRAN-Gene-PROT,transcripting protein
204,2321,Gene-TRAN-Gene-METH,promoting transcription
204,4438,Gene-TRAN-Gene-PROT,transcripting protein
205,2322,Gene-TRAN-Gene-METH,promoting transcription
205,4439,Gene-TRAN-Gene-PROT,transcripting protein
206,2323,Gene-TRAN-Gene-METH,promoting transcription
206,4440,Gene-TRAN-Gene-PROT,transcripting protein
207,2324,Gene-TRAN-Gene-METH,promoting transcription
207,4441,Gene-TRAN-Gene-PROT,transcripting protein
208,2325,Gene-TRAN-Gene-METH,promoting transcription
208,4442,Gene-TRAN-Gene-PROT,transcripting protein
209,2326,Gene-TRAN-Gene-METH,promoting transcription
209,4443,Gene-TRAN-Gene-PROT,transcripting protein
210,2327,Gene-TRAN-Gene-METH,promoting transcription
210,4444,Gene-TRAN-Gene-PROT,transcripting protein
211,2328,Gene-TRAN-Gene-METH,promoting transcription
211,4445,Gene-TRAN-Gene-PROT,transcripting protein
212,2329,Gene-TRAN-Gene-METH,promoting transcription
212,4446,Gene-TRAN-Gene-PROT,transcripting protein
213,2330,Gene-TRAN-Gene-METH,promoting transcription
213,4447,Gene-TRAN-Gene-PROT,transcripting protein
214,2331,Gene-TRAN-Gene-METH,promoting transcription
214,4448,Gene-TRAN-Gene-PROT,transcripting protein
215,2332,Gene-TRAN-Gene-METH,promoting transcription
215,4449,Gene-TRAN-Gene-PROT,transcripting protein
216,2333,Gene-TRAN-Gene-METH,promoting transcription
216,4450,Gene-TRAN-Gene-PROT,transcripting protein
217,2334,Gene-TRAN-Gene-METH,promoting transcription
217,4451,Gene-TRAN-Gene-PROT,transcripting protein
218,2335,Gene-TRAN-Gene-METH,promoting transcription
218,4452,Gene-TRAN-Gene-PROT,transcripting protein
219,2336,Gene-TRAN-Gene-METH,promoting transcription
219,4453,Gene-TRAN-Gene-PROT,transcripting protein
220,2337,Gene-TRAN-Gene-METH,promoting transcription
220,4454,Gene-TRAN-Gene-PROT,transcripting protein
221,2338,Gene-TRAN-Gene-METH,promoting transcription
221,4455,Gene-TRAN-Gene-PROT,transcripting protein
222,2339,Gene-TRAN-Gene-METH,promoting transcription
222,4456,Gene-TRAN-Gene-PROT,transcripting protein
223,2340,Gene-TRAN-Gene-METH,promoting transcription
223,4457,Gene-TRAN-Gene-PROT,transcripting protein
224,2341,Gene-TRAN-Gene-METH,promoting transcription
224,4458,Gene-TRAN-Gene-PROT,transcripting protein
225,2342,Gene-TRAN-Gene-METH,promoting transcription
225,4459,Gene-TRAN-Gene-PROT,transcripting protein
226,2343,Gene-TRAN-Gene-METH,promoting transcription
226,4460,Gene-TRAN-Gene-PROT,transcripting protein
227,2344,Gene-TRAN-Gene-METH,promoting transcription
227,4461,Gene-TRAN-Gene-PROT,transcripting protein
228,2345,Gene-TRAN-Gene-METH,promoting transcription
228,4462,Gene-TRAN-Gene-PROT,transcripting protein
229,2346,Gene-TRAN-Gene-METH,promoting transcription
229,4463,Gene-TRAN-Gene-PROT,transcripting protein
230,2347,Gene-TRAN-Gene-METH,promoting transcription
230,4464,Gene-TRAN-Gene-PROT,transcripting protein
231,2348,Gene-TRAN-Gene-METH,promoting transcription
231,4465,Gene-TRAN-Gene-PROT,transcripting protein
232,2349,Gene-TRAN-Gene-METH,promoting transcription
232,4466,Gene-TRAN-Gene-PROT,transcripting protein
233,2350,Gene-TRAN-Gene-METH,promoting transcription
233,4467,Gene-TRAN-Gene-PROT,transcripting protein
234,2351,Gene-TRAN-Gene-METH,promoting transcription
234,4468,Gene-TRAN-Gene-PROT,transcripting protein
235,2352,Gene-TRAN-Gene-METH,promoting transcription
235,4469,Gene-TRAN-Gene-PROT,transcripting protein
236,2353,Gene-TRAN-Gene-METH,promoting transcription
236,4470,Gene-TRAN-Gene-PROT,transcripting protein
237,2354,Gene-TRAN-Gene-METH,promoting transcription
237,4471,Gene-TRAN-Gene-PROT,transcripting protein
238,2355,Gene-TRAN-Gene-METH,promoting transcription
238,4472,Gene-TRAN-Gene-PROT,transcripting protein
239,2356,Gene-TRAN-Gene-METH,promoting transcription
239,4473,Gene-TRAN-Gene-PROT,transcripting protein
240,2357,Gene-TRAN-Gene-METH,promoting transcription
240,4474,Gene-TRAN-Gene-PROT,transcripting protein
241,2358,Gene-TRAN-Gene-METH,promoting transcription
241,4475,Gene-TRAN-Gene-PROT,transcripting protein
242,2359,Gene-TRAN-Gene-METH,promoting transcription
242,4476,Gene-TRAN-Gene-PROT,transcripting protein
243,2360,Gene-TRAN-Gene-METH,promoting transcription
243,4477,Gene-TRAN-Gene-PROT,transcripting protein
244,2361,Gene-TRAN-Gene-METH,promoting transcription
